state,county,current_votes,total_votes,percent
Massachusetts,Heath,468,489,95
Massachusetts,Leverett,1386,1405,95
Massachusetts,Leyden,502,537,93
Massachusetts,Monroe,60,64,94
Massachusetts,Montague,4898,4806,95
Massachusetts,New Salem,681,779,87
Massachusetts,Northfield,1855,2092,89
Massachusetts,Orange,3800,3677,95
Massachusetts,Rowe,267,260,95
Massachusetts,Shelburne,1174,1285,91
Massachusetts,Shutesbury,1330,1382,95
Massachusetts,Sunderland,2050,2092,95
Massachusetts,Warwick,523,499,95
Massachusetts,Wendell,614,638,95
Massachusetts,Whately,1107,1105,95
Massachusetts,Agawam,16185,16037,95
Massachusetts,Blandford,775,772,95
Massachusetts,Brimfield,2314,2269,95
Massachusetts,Chester,744,746,95
Massachusetts,Chicopee,25795,25730,99
Massachusetts,East Longmeadow,10122,10267,95
Massachusetts,Granville,990,1046,95
Massachusetts,Hampden,3339,3315,95
Massachusetts,Holland,1545,1472,95
Massachusetts,Holyoke,16313,18268,89
Massachusetts,Longmeadow,10395,10369,95
Massachusetts,Ludlow,11384,11299,99
Massachusetts,Monson,5175,5043,95
Massachusetts,Montgomery,564,574,95
Massachusetts,Palmer,6503,6690,95
Massachusetts,Russell,919,909,95
Massachusetts,Southwick,5732,5735,95
Massachusetts,Springfield,54373,59546,91
Massachusetts,Tolland,328,327,99
Massachusetts,Wales,1087,1107,95
Massachusetts,Westfield,20685,20382,95
Massachusetts,West Springfield,13513,13098,95
Massachusetts,Wilbraham,9397,9102,95
Massachusetts,Amherst,11871,16301,73
Massachusetts,Belchertown,9609,8994,95
Massachusetts,Chesterfield,822,819,95
Massachusetts,Cummington,591,609,95
Massachusetts,Easthampton,10592,10150,95
Massachusetts,Goshen,672,683,95
Massachusetts,Granby,3956,3977,95
Massachusetts,Hadley,3493,3559,95
Massachusetts,Hatfield,2313,2317,95
Massachusetts,Huntington,1217,1293,94
Massachusetts,Middlefield,334,330,95
Massachusetts,Northampton,17925,17384,95
Massachusetts,Pelham,925,985,94
Massachusetts,Plainfield,443,446,95
Massachusetts,Southampton,4194,4260,95
Massachusetts,South Hadley,10059,10060,95
Massachusetts,Ware,4951,4853,95
Massachusetts,Westhampton,1195,1274,94
Massachusetts,Williamsburg,1822,1857,95
Massachusetts,Worthington,870,828,95
Massachusetts,Acton,13927,13771,95
Massachusetts,Arlington,28551,30084,95
Massachusetts,Ashby,2023,2094,95
Massachusetts,Ashland,10444,9982,95
Massachusetts,Ayer,4625,4555,99
Massachusetts,Bedford,8859,8568,95
Massachusetts,Belmont,15356,16212,95
Massachusetts,Billerica,24644,23789,95
Massachusetts,Boxborough,3402,3351,95
Massachusetts,Burlington,15346,15057,95
Massachusetts,Cambridge,54795,59302,92
Massachusetts,Carlisle,3638,3594,95
Massachusetts,Chelmsford,22349,22303,95
Massachusetts,Concord,12311,12111,95
Massachusetts,Dracut,17845,17687,95
Massachusetts,Dunstable,2173,2209,95
Massachusetts,Everett,14817,15747,94
Massachusetts,Framingham,32048,32032,99
Massachusetts,Groton,7285,7412,95
Massachusetts,Holliston,9617,9562,95
Massachusetts,Hopkinton,10296,10162,95
Massachusetts,Hudson,11583,11889,95
Massachusetts,Lexington,20048,19438,95
Massachusetts,Lincoln,4271,4225,95
Massachusetts,Littleton,6691,6389,95
Massachusetts,Lowell,38681,40663,95
Massachusetts,Malden,25623,25431,95
Massachusetts,Marlborough,19143,19931,95
Massachusetts,Maynard,6786,6676,95
Massachusetts,Medford,31713,33809,94
Massachusetts,Melrose,18241,18698,95
Massachusetts,Natick,21776,21364,95
Massachusetts,Newton,50295,52604,95
Massachusetts,North Reading,9930,9528,95
Massachusetts,Pepperell,7307,7467,95
Massachusetts,Reading,16952,16561,95
Massachusetts,Sherborn,2963,2928,95
Massachusetts,Shirley,3700,3766,95
Massachusetts,Somerville,42200,45270,93
Massachusetts,Stoneham,14322,14381,95
Massachusetts,Stow,4964,4907,95
Massachusetts,Sudbury,12354,11592,95
Massachusetts,Tewksbury,19137,18729,95
Massachusetts,Townsend,5476,5706,95
Massachusetts,Tyngsborough,7545,7468,95
Massachusetts,Wakefield,16623,17423,95
Massachusetts,Waltham,28896,29773,95
Massachusetts,Watertown,19227,20683,93
Massachusetts,Wayland,9302,9127,95
Massachusetts,Westford,15298,14849,95
Massachusetts,Weston,7085,7365,95
Massachusetts,Wilmington,14806,14417,95
Massachusetts,Winchester,13870,14307,95
Massachusetts,Woburn,22418,22916,95
Massachusetts,Nantucket,7306,7289,95
Massachusetts,Avon,2697,2753,95
Massachusetts,Bellingham,9889,9820,95
Massachusetts,Braintree,21795,22697,95
Massachusetts,Brookline,31084,29755,99
Massachusetts,Canton,14485,13881,95
Massachusetts,Cohasset,5669,5544,95
Massachusetts,Dedham,15867,15542,95
Massachusetts,Dover,4023,3993,95
Massachusetts,Foxborough,11346,11240,95
Massachusetts,Franklin,20346,20097,95
Massachusetts,Holbrook,6213,6402,95
Massachusetts,Medfield,8211,8342,95
Massachusetts,Medway,8416,8291,99
Massachusetts,Millis,5639,5501,95
Massachusetts,Milton,17654,18029,95
Massachusetts,Needham,20113,19844,99
Massachusetts,Norfolk,6853,6706,95
Massachusetts,Norwood,17453,17082,95
Massachusetts,Plainville,5823,5433,95
Massachusetts,Quincy,45793,45720,95
Massachusetts,Randolph,17455,16444,95
Massachusetts,Sharon,11617,11184,95
Massachusetts,Stoughton,15623,15291,95
Massachusetts,Walpole,16166,16095,95
Massachusetts,Wellesley,16342,16023,95
Massachusetts,Westwood,10545,10004,95
Massachusetts,Weymouth,32827,33033,95
Massachusetts,Wrentham,7807,7440,95
Massachusetts,Abington,9660,9802,95
Massachusetts,Bridgewater,14616,14549,95
Massachusetts,Brockton,38712,40364,95
Massachusetts,Carver,6961,7031,95
Massachusetts,Duxbury,11219,11141,95
Massachusetts,East Bridgewater,8767,8841,95
Massachusetts,Halifax,4874,5008,95
Massachusetts,Hanover,9652,9706,95
Massachusetts,Hanson,6741,6755,95
Massachusetts,Hingham,16229,15627,99
Massachusetts,Hull,7080,7233,95
Massachusetts,Kingston,8520,8531,95
Massachusetts,Lakeville,7323,7143,95
Massachusetts,Marion,3696,3674,95
Massachusetts,Marshfield,17482,17575,95
Massachusetts,Mattapoisett,4697,4738,95
Massachusetts,Middleborough,13857,13931,95
Massachusetts,Norwell,7386,7461,95
Massachusetts,Pembroke,11753,11484,95
Massachusetts,Plymouth,37336,36492,95
Massachusetts,Plympton,1918,1986,95
Massachusetts,Rochester,3833,3771,95
Massachusetts,Rockland,9994,10611,94
Massachusetts,Scituate,13530,13304,95
Massachusetts,Wareham,12726,12760,95
Massachusetts,West Bridgewater,4625,4574,95
Massachusetts,Whitman,8629,8901,95
Massachusetts,Boston,293796,307161,95
Massachusetts,Chelsea,10524,10571,95
Massachusetts,Revere,20890,22165,94
Massachusetts,Winthrop,10252,10781,95
Massachusetts,Ashburnham,3827,3699,99
Massachusetts,Athol,5502,5450,95
Massachusetts,Auburn,10201,10154,95
Massachusetts,Barre,3157,3168,95
Massachusetts,Berlin,2265,2147,95
Massachusetts,Blackstone,5135,5032,95
Massachusetts,Bolton,3762,3645,95
Massachusetts,Boylston,3304,3118,95
Massachusetts,Brookfield,2054,2009,99
Massachusetts,Charlton,8122,7892,95
Massachusetts,Clinton,7826,7919,95
Massachusetts,Douglas,5534,5272,95
Massachusetts,Dudley,6092,5919,95
Massachusetts,East Brookfield,1365,1307,95
Massachusetts,Fitchburg,16509,17065,95
Massachusetts,Gardner,9444,9564,95
Massachusetts,Grafton,11453,11208,95
Massachusetts,Hardwick,1529,1535,95
Massachusetts,Harvard,4129,4112,95
Massachusetts,Holden,12654,12279,95
Massachusetts,Hopedale,3775,3827,95
Massachusetts,Hubbardston,2927,2947,95
Massachusetts,Lancaster,4354,4359,95
Massachusetts,Leicester,6415,6255,95
Massachusetts,Leominster,21525,21717,95
Massachusetts,Lunenburg,7192,6989,95
Massachusetts,Mendon,3944,3891,95
Massachusetts,Milford,14580,15053,95
Massachusetts,Millbury,8162,7890,99
Massachusetts,Millville,1848,1809,95
Massachusetts,New Braintree,671,675,95
Massachusetts,Northborough,9687,9817,95
Massachusetts,Northbridge,9228,9669,95
Massachusetts,North Brookfield,2715,3029,90
Massachusetts,Oakham,1257,1274,95
Massachusetts,Oxford,7574,7574,95
Massachusetts,Paxton,2962,2905,95
Massachusetts,Petersham,872,893,95
Massachusetts,Phillipston,1094,1109,95
Massachusetts,Princeton,2575,2501,95
Massachusetts,Royalston,787,757,95
Massachusetts,Rutland,5675,5322,95
Massachusetts,Shrewsbury,21131,20955,95
Massachusetts,Southborough,6665,6624,95
Massachusetts,Southbridge,7261,7532,95
Massachusetts,Spencer,6412,6326,95
Massachusetts,Sterling,5451,5527,95
Massachusetts,Sturbridge,6093,5964,95
Massachusetts,Sutton,6318,6199,95
Massachusetts,Templeton,4495,4368,95
Massachusetts,Upton,5300,5111,95
Massachusetts,Uxbridge,8727,8409,95
Massachusetts,Warren,2599,2598,95
Massachusetts,Webster,8298,7983,95
Massachusetts,Westborough,10636,10427,95
Massachusetts,West Boylston,4802,4796,95
Massachusetts,West Brookfield,2327,2285,95
Massachusetts,Westminster,5294,5189,95
Massachusetts,Winchendon,5152,5053,95
Massachusetts,Worcester,71370,72412,95
Michigan,Alcona County,7064,7064,100
Michigan,Alger County,5128,5128,100
Michigan,Allegan County,67094,67094,100
Michigan,Alpena County,16969,16969,100
Michigan,Antrim County,15949,15949,100
Michigan,Arenac County,8831,8831,100
Michigan,Baraga County,4038,4038,100
Michigan,Barry County,35905,35905,100
Michigan,Bay County,60255,60255,100
Michigan,Benzie County,12262,12262,100
Michigan,Berrien County,82391,82391,100
Michigan,Branch County,20536,20536,100
Michigan,Calhoun County,66281,66281,100
Michigan,Cass County,26216,26216,100
Michigan,Charlevoix County,17000,17000,100
Michigan,Cheboygan County,15868,15868,100
Michigan,Chippewa County,17642,17642,100
Michigan,Clare County,16281,16281,100
Michigan,Clinton County,47927,47927,100
Michigan,Crawford County,7861,7861,100
Michigan,Delta County,21151,21151,100
Michigan,Dickinson County,14589,14589,100
Michigan,Eaton County,64327,64327,100
Michigan,Emmet County,22177,22177,100
Michigan,Genesee County,221360,221360,100
Michigan,Gladwin County,14603,14603,100
Michigan,Gogebic County,8266,8266,100
Michigan,Grand Traverse County,60236,60236,100
Michigan,Gratiot County,19127,19127,100
Michigan,Hillsdale County,23302,23302,100
Michigan,Houghton County,18501,18501,100
Michigan,Huron County,18437,18437,100
Michigan,Ingham County,144550,144550,100
Michigan,Ionia County,32209,32209,100
Michigan,Iosco County,15363,15363,100
Michigan,Iron County,6789,6789,100
Michigan,Isabella County,29421,29421,100
Michigan,Jackson County,80861,80861,100
Michigan,Kalamazoo County,143414,143414,100
Michigan,Kalkaska County,10631,10631,100
Michigan,Kent County,361048,361048,100
Michigan,Keweenaw County,1557,1557,100
Michigan,Lake County,6323,6323,100
Michigan,Lapeer County,52650,52650,100
Michigan,Leelanau County,16900,16900,100
Michigan,Lenawee County,53375,53375,100
Michigan,Livingston County,127197,127197,100
Michigan,Luce County,3001,3001,100
Michigan,Mackinac County,7015,7015,100
Michigan,Macomb County,494256,494256,100
Michigan,Manistee County,14655,14655,100
Michigan,Marquette County,37462,37462,100
Michigan,Mason County,17254,17254,100
Michigan,Mecosta County,21049,21049,100
Michigan,Menominee County,12607,12607,100
Michigan,Midland County,49088,49088,100
Michigan,Missaukee County,8755,8755,100
Michigan,Monroe County,87148,87148,100
Michigan,Montcalm County,32100,32100,100
Michigan,Montmorency County,5859,5859,100
Michigan,Muskegon County,92444,92444,100
Michigan,Newaygo County,27161,27161,100
Michigan,Oakland County,770351,770351,100
Michigan,Oceana County,14062,14062,100
Michigan,Ogemaw County,11907,11907,100
Michigan,Ontonagon County,3804,3804,100
Michigan,Osceola County,12329,12329,100
Michigan,Oscoda County,4874,4874,100
Michigan,Otsego County,14757,14757,100
Michigan,Ottawa County,168713,168713,100
Michigan,Presque Isle County,8344,8344,100
Michigan,Roscommon County,15018,15018,100
Michigan,Saginaw County,103349,103349,100
Michigan,St. Clair County,92064,92064,100
Michigan,St. Joseph County,27936,27936,100
Michigan,Sanilac County,22446,22446,100
Michigan,Schoolcraft County,4745,4745,100
Michigan,Shiawassee County,39224,39224,100
Michigan,Tuscola County,29445,29445,100
Michigan,Van Buren County,39066,39066,100
Michigan,Washtenaw County,216418,216418,100
Michigan,Wayne County,872469,872469,100
Michigan,Wexford County,18265,18265,100
Minnesota,Aitkin County,10025,10025,100
Minnesota,Anoka County,211132,211132,100
Minnesota,Becker County,19401,19025,99
Minnesota,Beltrami County,24189,25461,95
Minnesota,Benton County,22260,22088,95
Minnesota,Big Stone County,2974,2987,95
Minnesota,Blue Earth County,36051,39485,91
Minnesota,Brown County,14635,14847,95
Minnesota,Carlton County,20369,20361,99
Minnesota,Carver County,66361,65382,99
Minnesota,Cass County,18289,17708,95
Minnesota,Chippewa County,6611,6655,95
Minnesota,Chisago County,34570,33288,95
Minnesota,Clay County,32239,34102,95
Minnesota,Clearwater County,4708,4556,95
Minnesota,Cook County,3806,3644,95
Minnesota,Cottonwood County,6107,6440,95
Minnesota,Crow Wing County,40173,39471,95
Minnesota,Dakota County,262259,268470,95
Minnesota,Dodge County,12187,11733,95
Minnesota,Douglas County,24165,25271,95
Minnesota,Faribault County,7914,8223,95
Minnesota,Fillmore County,12141,12174,95
Minnesota,Freeborn County,16818,17800,94
Minnesota,Goodhue County,28636,29832,95
Minnesota,Grant County,3654,3728,95
Minnesota,Hennepin County,755969,788773,95
Minnesota,Houston County,11440,11678,95
Minnesota,Hubbard County,12965,13346,95
Minnesota,Isanti County,24235,22477,95
Minnesota,Itasca County,26561,25925,99
Minnesota,Jackson County,5819,6039,95
Minnesota,Kanabec County,9242,8745,95
Minnesota,Kandiyohi County,23367,23977,95
Minnesota,Kittson County,2639,2627,99
Minnesota,Koochiching County,6922,6879,95
Minnesota,Lac qui Parle County,4040,4266,95
Minnesota,Lake County,7202,7885,91
Minnesota,Lake of the Woods County,2408,2407,95
Minnesota,Le Sueur County,16818,16486,95
Minnesota,Lincoln County,3115,3343,93
Minnesota,Lyon County,12893,12877,99
Minnesota,McLeod County,20933,20114,95
Minnesota,Mahnomen County,2304,2302,99
Minnesota,Marshall County,5113,5171,95
Minnesota,Martin County,11009,11686,94
Minnesota,Meeker County,13529,13136,95
Minnesota,Mille Lacs County,14689,462,99
Minnesota,Morrison County,19558,18838,95
Minnesota,Mower County,19345,20341,95
Minnesota,Murray County,4896,5103,95
Minnesota,Nicollet County,19125,21211,90
Minnesota,Nobles County,8715,8708,99
Minnesota,Norman County,3441,3500,95
Minnesota,Olmsted County,91385,92950,95
Minnesota,Otter Tail County,36399,37700,95
Minnesota,Pennington County,7277,7181,95
Minnesota,Pine County,16001,14871,95
Minnesota,Pipestone County,4940,4930,99
Minnesota,Polk County,15594,16294,95
Minnesota,Pope County,7022,6959,95
Minnesota,Ramsey County,295977,322228,92
Minnesota,Red Lake County,2196,2022,99
Minnesota,Redwood County,8284,8274,99
Minnesota,Renville County,8128,8115,99
Minnesota,Rice County,35686,37634,95
Minnesota,Rock County,5240,5134,99
Minnesota,Roseau County,8421,8347,95
Minnesota,St. Louis County,119531,133513,90
Minnesota,Scott County,87965,87034,95
Minnesota,Sherburne County,55612,56008,95
Minnesota,Sibley County,8452,8326,95
Minnesota,Stearns County,84835,92327,92
Minnesota,Steele County,21128,22248,95
Minnesota,Stevens County,5085,5060,99
Minnesota,Swift County,5193,5441,95
Minnesota,Todd County,13257,12827,95
Minnesota,Traverse County,1864,1977,94
Minnesota,Wabasha County,13123,13030,95
Minnesota,Wadena County,7677,7416,95
Minnesota,Waseca County,10389,10383,99
Minnesota,Washington County,166786,167313,95
Minnesota,Watonwan County,5201,5470,95
Minnesota,Wilkin County,3430,3544,95
Minnesota,Winona County,27173,31439,86
Minnesota,Wright County,82426,80757,95
Minnesota,Yellow Medicine County,5528,5773,95
Mississippi,Adams County,13759,12268,99
Mississippi,Alcorn County,15811,15811,100
Mississippi,Amite County,7207,7207,100
Mississippi,Attala County,8832,8832,100
Mississippi,Benton County,4292,4292,100
Mississippi,Bolivar County,13755,13755,100
Mississippi,Calhoun County,6595,6595,100
Mississippi,Carroll County,5705,5874,95
Mississippi,Chickasaw County,8148,8160,100
Mississippi,Choctaw County,4225,4225,100
Mississippi,Claiborne County,4453,4489,100
Mississippi,Clarke County,8347,8348,100
Mississippi,Clay County,10206,10296,100
Mississippi,Coahoma County,8642,8660,100
Mississippi,Copiah County,12897,12915,100
Mississippi,Covington County,9371,9382,100
Mississippi,DeSoto County,76248,76248,100
Mississippi,Forrest County,31725,31726,100
Mississippi,Franklin County,4464,4464,100
Mississippi,George County,11064,11064,100
Mississippi,Greene County,5816,5816,100
Mississippi,Grenada County,10919,11112,95
Mississippi,Hancock County,20957,20957,100
Mississippi,Harrison County,75865,75865,100
Mississippi,Hinds County,100191,117140,86
Mississippi,Holmes County,8115,6542,99
Mississippi,Humphreys County,4189,4189,100
Mississippi,Issaquena County,676,682,100
Mississippi,Itawamba County,10826,10826,100
Mississippi,Jackson County,54623,54623,100
Mississippi,Jasper County,8742,8754,100
Mississippi,Jefferson County,3911,3916,100
Mississippi,Jefferson Davis County,6213,6213,100
Mississippi,Jones County,30091,30091,100
Mississippi,Kemper County,4732,4732,100
Mississippi,Lafayette County,23481,23481,100
Mississippi,Lamar County,28526,28526,100
Mississippi,Lauderdale County,31266,31266,100
Mississippi,Lawrence County,6617,6547,99
Mississippi,Leake County,9204,9209,100
Mississippi,Lee County,37003,38837,95
Mississippi,Leflore County,10893,8181,99
Mississippi,Lincoln County,16818,16818,100
Mississippi,Lowndes County,27273,27273,100
Mississippi,Madison County,56335,56335,100
Mississippi,Marion County,12194,12194,100
Mississippi,Marshall County,15830,15830,100
Mississippi,Monroe County,17279,17280,100
Mississippi,Montgomery County,5078,5091,100
Mississippi,Neshoba County,11720,11720,100
Mississippi,Newton County,10189,10189,100
Mississippi,Noxubee County,5341,5341,100
Mississippi,Oktibbeha County,19812,19812,100
Mississippi,Panola County,15635,15635,100
Mississippi,Pearl River County,24056,24056,100
Mississippi,Perry County,5922,5922,100
Mississippi,Pike County,17360,17362,100
Mississippi,Pontotoc County,14377,14377,100
Mississippi,Prentiss County,10588,10588,100
Mississippi,Quitman County,3229,3238,100
Mississippi,Rankin County,70655,70655,100
Mississippi,Scott County,10744,10744,100
Mississippi,Sharkey County,2183,2183,100
Mississippi,Simpson County,11820,11825,100
Mississippi,Smith County,8327,8327,100
Mississippi,Stone County,7878,7878,100
Mississippi,Sunflower County,9683,9685,100
Mississippi,Tallahatchie County,5691,5691,100
Mississippi,Tate County,13101,13101,100
Mississippi,Tippah County,10102,10102,100
Mississippi,Tishomingo County,9147,9147,100
Mississippi,Tunica County,3565,3573,100
Mississippi,Union County,12683,12683,100
Mississippi,Walthall County,7122,7402,95
Mississippi,Warren County,21056,21056,100
Mississippi,Washington County,18025,16820,95
Mississippi,Wayne County,10065,10087,100
Mississippi,Webster County,5402,5402,100
Mississippi,Wilkinson County,4130,4130,100
Mississippi,Winston County,9244,9266,100
Mississippi,Yalobusha County,6538,6538,100
Mississippi,Yazoo County,10441,10441,100
Missouri,Adair County,10337,10337,99
Missouri,Andrew County,9775,9774,99
Missouri,Atchison County,2814,2770,99
Missouri,Audrain County,10660,10660,99
Missouri,Barry County,15598,15301,95
Missouri,Barton County,6077,6077,99
Missouri,Bates County,8435,8414,95
Missouri,Benton County,10478,10047,95
Missouri,Bollinger County,5981,5981,99
Missouri,Boone County,91326,92255,95
Missouri,Buchanan County,36713,38486,95
Missouri,Butler County,18165,18082,95
Missouri,Caldwell County,4696,4517,95
Missouri,Callaway County,21178,21096,99
Missouri,Camden County,24774,24774,99
Missouri,Cape Girardeau County,40252,40742,95
Missouri,Carroll County,4531,4569,95
Missouri,Carter County,2906,2906,99
Missouri,Cass County,57524,57524,99
Missouri,Cedar County,7039,6588,95
Missouri,Chariton County,4074,4074,99
Missouri,Christian County,46904,44823,95
Missouri,Clark County,3394,3372,99
Missouri,Clay County,126618,126618,99
Missouri,Clinton County,10894,10695,95
Missouri,Cole County,39486,41111,95
Missouri,Cooper County,8710,8710,99
Missouri,Crawford County,10973,10393,95
Missouri,Dade County,4123,4123,99
Missouri,Dallas County,8122,8122,99
Missouri,Daviess County,3884,3884,99
Missouri,DeKalb County,4842,4813,95
Missouri,Dent County,7142,7115,95
Missouri,Douglas County,6994,6994,99
Missouri,Dunklin County,10419,11158,93
Missouri,Franklin County,53750,54085,95
Missouri,Gasconade County,7934,7806,95
Missouri,Gentry County,3239,3239,99
Missouri,Greene County,142272,138074,99
Missouri,Grundy County,4437,4639,95
Missouri,Harrison County,3825,3872,95
Missouri,Henry County,10776,10605,95
Missouri,Hickory County,5080,4949,95
Missouri,Holt County,2344,2468,95
Missouri,Howard County,5089,5089,99
Missouri,Howell County,18637,18287,95
Missouri,Iron County,4592,4473,95
Missouri,Jackson County,334055,342735,95
Missouri,Jasper County,52515,52157,95
Missouri,Jefferson County,116629,116629,99
Missouri,Johnson County,23134,23134,99
Missouri,Knox County,1856,1856,99
Missouri,Laclede County,16819,16816,95
Missouri,Lafayette County,17083,17083,99
Missouri,Lawrence County,17930,17930,99
Missouri,Lewis County,4607,4669,95
Missouri,Lincoln County,28814,26151,95
Missouri,Linn County,5700,5854,95
Missouri,Livingston County,6755,6727,95
Missouri,McDonald County,9050,8966,99
Missouri,Macon County,7834,7834,99
Missouri,Madison County,5671,5671,99
Missouri,Maries County,4774,4774,99
Missouri,Marion County,13370,13370,99
Missouri,Mercer County,1779,1829,95
Missouri,Miller County,12379,11960,95
Missouri,Mississippi County,4756,4756,99
Missouri,Moniteau County,7150,7155,95
Missouri,Monroe County,4467,4354,95
Missouri,Montgomery County,5770,5770,99
Missouri,Morgan County,9484,9241,95
Missouri,New Madrid County,7248,7708,94
Missouri,Newton County,28396,27874,95
Missouri,Nodaway County,9874,10208,95
Missouri,Oregon County,4742,4891,95
Missouri,Osage County,7449,7428,95
Missouri,Ozark County,4870,4720,95
Missouri,Pemiscot County,5727,6637,86
Missouri,Perry County,9429,9156,95
Missouri,Pettis County,19069,18974,95
Missouri,Phelps County,19495,20023,95
Missouri,Pike County,7686,7734,95
Missouri,Platte County,58523,58523,99
Missouri,Polk County,15059,14854,95
Missouri,Pulaski County,14405,14647,95
Missouri,Putnam County,2361,2458,95
Missouri,Ralls County,5662,5517,95
Missouri,Randolph County,10742,10800,95
Missouri,Ray County,11654,11533,99
Missouri,Reynolds County,3298,3354,95
Missouri,Ripley County,5743,5743,99
Missouri,St. Charles County,222175,222175,99
Missouri,St. Clair County,4972,5172,96
Missouri,Ste. Genevieve County,9495,8871,95
Missouri,St. Francois County,27996,25893,95
Missouri,St. Louis County,536446,581544,92
Missouri,Saline County,9528,9528,99
Missouri,Schuyler County,2005,2005,99
Missouri,Scotland County,1985,1985,99
Missouri,Scott County,17748,17748,99
Missouri,Shannon County,3908,4090,95
Missouri,Shelby County,3355,3355,99
Missouri,Stoddard County,13410,13924,95
Missouri,Stone County,18520,18000,95
Missouri,Sullivan County,2471,2719,91
Missouri,Taney County,26240,26240,99
Missouri,Texas County,11332,11478,95
Missouri,Vernon County,9164,9009,95
Missouri,Warren County,18373,16536,95
Missouri,Washington County,9971,2284,99
Missouri,Wayne County,5874,6036,95
Missouri,Webster County,18776,18776,99
Missouri,Worth County,1107,1098,95
Missouri,Wright County,8737,8737,99
Missouri,St. Louis city,134372,131765,99
Montana,Beaverhead County,5661,5665,99
Montana,Big Horn County,4784,4794,99
Montana,Blaine County,3117,3135,99
Montana,Broadwater County,4097,4110,99
Montana,Carbon County,7101,7101,99
Montana,Carter County,864,864,99
Montana,Cascade County,39885,40039,99
Montana,Chouteau County,2974,2992,99
Montana,Custer County,5883,5883,99
Montana,Daniels County,1014,1030,98
Montana,Dawson County,4837,4837,99
Montana,Deer Lodge County,4891,4891,99
Montana,Fallon County,1575,1576,99
Montana,Fergus County,6531,6534,99
Montana,Flathead County,60258,60258,99
Montana,Gallatin County,71507,71507,99
Montana,Garfield County,813,813,99
Montana,Glacier County,5639,5719,99
Montana,Golden Valley County,503,504,99
Montana,Granite County,2102,2102,99
Montana,Hill County,7182,7223,99
Montana,Jefferson County,8191,8191,99
Montana,Judith Basin County,1344,1348,99
Montana,Lake County,16626,16628,99
Montana,Lewis and Clark County,42485,42509,99
Montana,Liberty County,1083,1088,99
Montana,Lincoln County,11747,11747,99
Montana,McCone County,1128,1128,99
Montana,Madison County,6113,6118,99
Montana,Meagher County,1110,1118,99
Montana,Mineral County,2563,2563,99
Montana,Missoula County,71986,71986,99
Montana,Musselshell County,2881,2881,99
Montana,Park County,11618,11618,99
Montana,Petroleum County,351,351,99
Montana,Phillips County,2386,2386,99
Montana,Pondera County,2995,3005,99
Montana,Powder River County,1136,1137,99
Montana,Powell County,3195,3195,99
Montana,Prairie County,744,747,99
Montana,Ravalli County,28507,28574,99
Montana,Richland County,5798,5798,99
Montana,Roosevelt County,4028,4033,99
Montana,Rosebud County,3784,3784,99
Montana,Sanders County,7652,7652,99
Montana,Sheridan County,2030,2030,99
Montana,Silver Bow County,18827,18827,99
Montana,Stillwater County,5741,5744,99
Montana,Sweet Grass County,2446,2459,99
Montana,Teton County,3695,3706,99
Montana,Toole County,2123,2123,99
Montana,Treasure County,460,464,99
Montana,Valley County,4272,4272,99
Montana,Wheatland County,1068,1068,99
Montana,Wibaux County,598,598,99
Montana,Yellowstone County,83821,84109,99
Nebraska,Adams County,14602,15135,95
Nebraska,Antelope County,3583,3675,95
Nebraska,Arthur County,284,306,93
Nebraska,Banner County,410,458,90
Nebraska,Blaine County,317,355,89
Nebraska,Boone County,3217,3254,95
Nebraska,Box Butte County,5181,5515,94
Nebraska,Boyd County,1153,1295,89
Nebraska,Brown County,1679,1789,94
Nebraska,Buffalo County,23589,23474,99
Nebraska,Burt County,3731,3985,94
Nebraska,Butler County,4498,4459,95
Nebraska,Cass County,15284,14071,99
Nebraska,Cedar County,4996,5000,95
Nebraska,Chase County,1993,2126,94
Nebraska,Cherry County,3265,3492,93
Nebraska,Cheyenne County,4765,5276,90
Nebraska,Clay County,3558,3600,95
Nebraska,Colfax County,3726,3600,95
Nebraska,Cuming County,4451,4563,95
Nebraska,Custer County,5993,6330,95
Nebraska,Dakota County,6794,7032,95
Nebraska,Dawes County,4121,4156,95
Nebraska,Dawson County,9178,9671,95
Nebraska,Deuel County,1032,1133,91
Nebraska,Dixon County,3083,3116,95
Nebraska,Dodge County,16876,17392,95
Nebraska,Douglas County,274951,269285,95
Nebraska,Dundy County,999,1100,91
Nebraska,Fillmore County,3134,3294,95
Nebraska,Franklin County,1724,1874,92
Nebraska,Frontier County,1440,1487,95
Nebraska,Furnas County,2601,2621,95
Nebraska,Gage County,11068,11254,95
Nebraska,Garden County,1195,1219,95
Nebraska,Garfield County,1075,1098,95
Nebraska,Gosper County,1118,1131,95
Nebraska,Grant County,402,454,89
Nebraska,Greeley County,1258,1323,95
Nebraska,Hall County,24374,24707,95
Nebraska,Hamilton County,5533,5604,95
Nebraska,Harlan County,1928,2052,94
Nebraska,Hayes County,534,604,88
Nebraska,Hitchcock County,1469,1671,88
Nebraska,Holt County,5537,5732,95
Nebraska,Hooker County,442,467,95
Nebraska,Howard County,3501,3353,95
Nebraska,Jefferson County,3716,3913,95
Nebraska,Johnson County,2229,2340,95
Nebraska,Kearney County,3604,3692,95
Nebraska,Keith County,4364,4528,95
Nebraska,Keya Paha County,529,581,91
Nebraska,Kimball County,1874,1884,95
Nebraska,Knox County,4697,4700,95
Nebraska,Lancaster County,156091,152570,95
